Run date: 2016-09-11
Searched back to: 2016-09-04
Sites searched: ['streetinsider']
Total articles: 1307
Top 15 most common tickers:
AAPL:	38
href:		Analyst+Comments/Jefferies+Cuts+Price+Target+on+Protalix+BioTherapeutics+%28PLX%29+After+Meeting+with+Management/12003395.html
date:		September 6, 2016
tickers:	['PLX']

name:		Stifel Raises Price Target on Oclaro (OCLR) to $10; Reiterates Buy
href:		Analyst+Comments/Stifel+Raises+Price+Target+on+Oclaro+%28OCLR%29+to+%2410%3B+Reiterates+Buy/12003175.html
date:		September 6, 2016
tickers:	['OCLR']

name:		Apple (AAPL): Why This Summer Was The Bottom - Drexel Hamilton
href:		Analyst+Comments/Apple+%28AAPL%29%3A+Why+This+Summer+Was+The+Bottom+-+Drexel+Hamilton/12003160.html
date:		September 6, 2016
tickers:	['AAPL']

name:		Nomura Securities Raises Price Target on Ctrip.com (CTRP) Following 2Q
href:		Analyst+Comments/Nomura+Securities+Raises+Price+Target+on+Ctrip.com+%28CTRP%29+Following+2Q/12003115.html
date:		September 6, 2016
tickers:	['CTRP']

name:		Nomura Securities Reiterates Buy on CyberArk Software (CYBR) - PT to $62
href:		Analyst+Comments/Nomura+Securities+Reiterates+Buy+on+CyberArk+Software+%28CYBR%29+-+PT+to+%2462/12002998.html
date:		September 6, 2016
tickers:	['CYBR']

name:		SOTP Analysis Suggests Netflix (NFLX) is Trading at a ~25% Discount - Piper Jaffray
href:		Analyst+Comments/SOTP+Analysis+Suggests+Netflix+%28NFLX%29+is+Trading+at+a+%7E25%25+Discount+-+Piper+Jaffray/12002985.html
date:		September 6, 2016
tickers:	['NFLX']

name:		Needham & Company Raises Price Target on Finisar (FNSR) Ahead of 1Q Report
href:		Analyst+Comments/Needham+%26+Company+Raises+Price+Target+on+Finisar+%28FNSR%29+Ahead+of+1Q+Report/12002959.html
date:		September 6, 2016
tickers:	['FNSR']

name:		UPDATE: Macquarie Upgrades Frontier Communications (FTR) to Neutral
href:		Analyst+Comments/UPDATE%3A+Macquarie+Upgrades+Frontier+Communications+%28FTR%29+to+Neutral/12002834.html
date:		September 6, 2016
tickers:	['FTR']

name:		Amazon.com (AMZN): Fulfillment Scale Should Drive A Decade Of FCF Leverage - Piper Jaffray
href:		Analyst+Comments/Amazon.com+%28AMZN%29%3A+Fulfillment+Scale+Should+Drive+A+Decade+Of+FCF+Leverage+-+Piper+Jaffray/12002935.html
date:		September 6, 2016
tickers:	['AMZN']

name:		UPDATE: Stifel Upgrades Finisar (FNSR) to Buy
href:		Analyst+Comments/UPDATE%3A+Stifel+Upgrades+Finisar+%28FNSR%29+to+Buy/12002354.html
date:		September 6, 2016
tickers:	['FNSR']

name:		Piper Jaffray Reiterates Overweight on Lumentum Holdings (LITE) After Meeting with Management
href:		Analyst+Comments/Piper+Jaffray+Reiterates+Overweight+on+Lumentum+Holdings+%28LITE%29+After+Meeting+with+Management/12002804.html
date:		September 6, 2016
tickers:	['LITE']

name:		Rodman & Renshaw Resumes DragonWave (DRWI) at Buy
href:		Analyst+Comments/Rodman+%26+Renshaw+Resumes+DragonWave+%28DRWI%29+at+Buy/12002669.html
date:		September 6, 2016
tickers:	['DRWI']

name:		Amphastar Pharma (AMPH): Raising PT On Opioid Overdose Growth - Piper Jaffray
href:		Analyst+Comments/Amphastar+Pharma+%28AMPH%29%3A+Raising+PT+On+Opioid+Overdose+Growth+-+Piper+Jaffray/12002659.html
date:		September 6, 2016
tickers:	['AMPH']

name:		Argus Downgrades VeriFone (PAY) to Hold
href:		Analyst+Comments/Argus+Downgrades+VeriFone+%28PAY%29+to+Hold/12002655.html
date:		September 6, 2016
tickers:	['PAY']

name:		Needham & Company Reiterates Strong Buy After Meeting with NeoPhotonics (NPTN)
href:		Analyst+Comments/Needham+%26+Company+Reiterates+Strong+Buy+After+Meeting+with+NeoPhotonics+%28NPTN%29/12002650.html
date:		September 6, 2016
tickers:	['NPTN']

name:		Stifel Starts Black Stone Minerals (BSM) at Buy
href:		Analyst+Comments/Stifel+Starts+Black+Stone+Minerals+%28BSM%29+at+Buy/12002648.html
date:		September 6, 2016
tickers:	['BSM']

name:		Intel (INTC): Raising PT On Stronger Than Expected Channel Checks - Baird
href:		Analyst+Comments/Intel+%28INTC%29%3A+Raising+PT+On+Stronger+Than+Expected+Channel+Checks+-+Baird/12002636.html
date:		September 6, 2016
tickers:	['INTC']

name:		Jefferies Says Upside to Seagate (STX) CY17 Estimates is Likely; PT to $38
href:		Analyst+Comments/Jefferies+Says+Upside+to+Seagate+%28STX%29+CY17+Estimates+is+Likely%3B+PT+to+%2438/12002630.html
date:		September 6, 2016
tickers:	['STX']

name:		Urban Outfitters (URBN) Added to Jefferies Franchise Picks List
href:		Analyst+Comments/Urban+Outfitters+%28URBN%29+Added+to+Jefferies+Franchise+Picks+List/12002623.html
date:		September 6, 2016
tickers:	['URBN']

name:		Needham & Company Reiterates Buy on Instructure (INST) After Speaking with Large Moodle Customer
href:		Analyst+Comments/Needham+%26+Company+Reiterates+Buy+on+Instructure+%28INST%29+After+Speaking+with+Large+Moodle+Customer/12002622.html
date:		September 6, 2016
tickers:	['INST']

name:		Rodman & Renshaw Starts Hecla Mining (HL) at Buy
href:		Analyst+Comments/Rodman+%26+Renshaw+Starts+Hecla+Mining+%28HL%29+at+Buy/12002620.html
date:		September 6, 2016
tickers:	['HL']

name:		State Street (STT) PT Raised to $80 at Jefferies
href:		Analyst+Comments/State+Street+%28STT%29+PT+Raised+to+%2480+at+Jefferies/12002601.html
date:		September 6, 2016
tickers:	['STT']

name:		Leerink Partners Reiterates Outperform on Jazz Pharmaceuticals (JAZZ) as Investor Concerns Grow
href:		Analyst+Comments/Leerink+Partners+Reiterates+Outperform+on+Jazz+Pharmaceuticals+%28JAZZ%29+as+Investor+Concerns+Grow/12002577.html
date:		September 6, 2016
tickers:	['JAZZ']

name:		Facebook (FB) Investors Fear Slowing Growth But Catalysts Indicate It's Not In The Near Future
href:		Analyst+Comments/Facebook+%28FB%29+Investors+Fear+Slowing+Growth+But+Catalysts+Indicate+It%27s+Not+In+The+Near+Future/12002575.html
date:		September 6, 2016
tickers:	['FB']

name:		Leerink Partners Downgrades Centene (CNC) to Market Perform
href:		Analyst+Comments/Leerink+Partners+Downgrades+Centene+%28CNC%29+to+Market+Perform/12002565.html
date:		September 6, 2016
tickers:	['CNC']

name:		FBR Capital Downgrades MFA Mortgage (MFA) and Two Harbors (TWO) to Market Perform
href:		Analyst+Comments/FBR+Capital+Downgrades+MFA+Mortgage+%28MFA%29+and+Two+Harbors+%28TWO%29+to+Market+Perform/12002563.html
date:		September 6, 2016
tickers:	['MFA', 'TWO']

name:		Mizuho Securities Raises Price Target After Attending Activision Blizzard (ATVI) Event
href:		Analyst+Comments/Mizuho+Securities+Raises+Price+Target+After+Attending+Activision+Blizzard+%28ATVI%29+Event/12002548.html
date:		September 6, 2016
tickers:	['ATVI']

name:		Credit Suisse Starts Medpace (MEDP) at Outperform
href:		Analyst+Comments/Credit+Suisse+Starts+Medpace+%28MEDP%29+at+Outperform/12002530.html
date:		September 6, 2016
tickers:	['MEDP']

name:		Pacific Crest Starts Ellie Mae (ELLI) at Overweight
href:		Analyst+Comments/Pacific+Crest+Starts+Ellie+Mae+%28ELLI%29+at+Overweight/12002518.html
date:		September 6, 2016
tickers:	['ELLI']

name:		Imperial Capital Reiterates Outperform After Meeting with MobileIron (MOBL)
href:		Analyst+Comments/Imperial+Capital+Reiterates+Outperform+After+Meeting+with+MobileIron+%28MOBL%29/12002494.html
date:		September 6, 2016
tickers:	['MOBL']

name:		Deutsche Bank Upgrades Goodyear Tire & Rubber (GT) to Buy
href:		Analyst+Comments/Deutsche+Bank+Upgrades+Goodyear+Tire+%26+Rubber+%28GT%29+to+Buy/12002489.html
date:		September 6, 2016
tickers:	['GT']

name:		Credit Suisse Upgrades The Michaels Companies (MIK) to Outperform
href:		Analyst+Comments/Credit+Suisse+Upgrades+The+Michaels+Companies+%28MIK%29+to+Outperform/12002388.html
date:		September 6, 2016
tickers:	['MIK']

name:		Jefferies Downgrades Biogen (BIIB) to Hold; Thesis Nearly Played Out
href:		Analyst+Comments/Jefferies+Downgrades+Biogen+%28BIIB%29+to+Hold%3B+Thesis+Nearly+Played+Out/12002383.html
date:		September 6, 2016
tickers:	['BIIB']

name:		FBR Capital Raises Price Target on Carrizo Oil & Gas (CRZO) After Meeting with Management
href:		Analyst+Comments/FBR+Capital+Raises+Price+Target+on+Carrizo+Oil+%26+Gas+%28CRZO%29+After+Meeting+with+Management/12002382.html
date:		September 6, 2016
tickers:	['CRZO']

name:		Jefferies Upgrades Gilead Sciences (GILD) to Buy; Sees Compelling Buying Opportunity
href:		Analyst+Comments/Jefferies+Upgrades+Gilead+Sciences+%28GILD%29+to+Buy%3B+Sees+Compelling+Buying+Opportunity/12002370.html
date:		September 6, 2016
tickers:	['GILD']

name:		Jefferies Upgrades Precision Drilling (PDS) to Hold
href:		Analyst+Comments/Jefferies+Upgrades+Precision+Drilling+%28PDS%29+to+Hold/12002366.html
date:		September 6, 2016
tickers:	['PDS']

name:		Jefferies Starts Medpace (MEDP) at Hold
href:		Analyst+Comments/Jefferies+Starts+Medpace+%28MEDP%29+at+Hold/12002362.html
date:		September 6, 2016
tickers:	['MEDP']

name:		Imperial Capital Starts Hawaiian Holdings  (HA) at Outperform
href:		Analyst+Comments/Imperial+Capital+Starts+Hawaiian+Holdings++%28HA%29+at+Outperform/12002347.html
date:		September 6, 2016
tickers:	['HA']

name:		Piper Jaffray Remains Bullish on Finisar (FNSR) Ahead of 1Q Report
href:		Analyst+Comments/Piper+Jaffray+Remains+Bullish+on+Finisar+%28FNSR%29+Ahead+of+1Q+Report/12002346.html
date:		September 6, 2016
tickers:	['FNSR']

name:		Mylan (MYL): Cutting Ests On Continued Headline Risk - RBC
href:		Analyst+Comments/Mylan+%28MYL%29%3A+Cutting+Ests+On+Continued+Headline+Risk+-+RBC/12002342.html
date:		September 6, 2016
tickers:	['MYL']

name:		BMO Capital Starts Protagonist Therapeutics (PTGX) at Outperform
href:		Analyst+Comments/BMO+Capital+Starts+Protagonist+Therapeutics+%28PTGX%29+at+Outperform/12002330.html
date:		September 6, 2016
tickers:	['PTGX']

name:		First NBC Bank Holding (FNBC): Auditor Stepping Down Could Force A Sale - FBR
href:		Analyst+Comments/First+NBC+Bank+Holding+%28FNBC%29%3A+Auditor+Stepping+Down+Could+Force+A+Sale+-+FBR/12002326.html
date:		September 6, 2016
tickers:	['FNBC']

name:		Brean Capital Starts Lions Gate (LGF) at Buy
href:		Analyst+Comments/Brean+Capital+Starts+Lions+Gate+%28LGF%29+at+Buy/12002304.html
date:		September 6, 2016
tickers:	['LGF']

name:		Brean Capital Starts Starz (STRZA) at Hold
href:		Analyst+Comments/Brean+Capital+Starts+Starz+%28STRZA%29+at+Hold/12002301.html
date:		September 6, 2016
tickers:	['STRZA']

name:		Susquehanna Downgrades Criteo S.A. (CRTO) to Neutral
href:		Analyst+Comments/Susquehanna+Downgrades+Criteo+S.A.+%28CRTO%29+to+Neutral/12002300.html
date:		September 6, 2016
tickers:	['CRTO']

name:		InterDigital (IDCC): Investor Day Preview, Raising PT - B.Riley
href:		Analyst+Comments/InterDigital+%28IDCC%29%3A+Investor+Day+Preview%2C+Raising+PT+-+B.Riley/12002299.html
date:		September 6, 2016
tickers:	['IDCC']

name:		Leerink Partners Starts Protagonist Therapeutics (PTGX) at Outperform
href:		Analyst+Comments/Leerink+Partners+Starts+Protagonist+Therapeutics+%28PTGX%29+at+Outperform/12002297.html
date:		September 6, 2016
tickers:	['PTGX']

name:		Cowen Sees Apple's (AAPL) iPhone 7 as 'Bridge' to Upcoming Super-Cycle; Affirms at 'Outperform'
href:		Analyst+Comments/Cowen+Sees+Apple%27s+%28AAPL%29+iPhone+7+as+%27Bridge%27+to+Upcoming+Super-Cycle%3B+Affirms+at+%27Outperform%27/12002294.html
date:		September 6, 2016
tickers:	['AAPL']

name:		Leerink Partners Starts Endologix (ELGX) at Market Perform
href:		Analyst+Comments/Leerink+Partners+Starts+Endologix+%28ELGX%29+at+Market+Perform/12002293.html
date:		September 6, 2016
tickers:	['ELGX']

name:		American Eagle Outfitters (AEO): Competitor Closure Should Bump Consensus SSS and EPS Higher - FBR
href:		Analyst+Comments/American+Eagle+Outfitters+%28AEO%29%3A+Competitor+Closure+Should+Bump+Consensus+SSS+and+EPS+Higher+-+FBR/12002248.html
date:		September 6, 2016
tickers:	['AEO']

name:		DA Davidson Downgrades HomeStreet (HMST) to Neutral
href:		Analyst+PT+Change/DA+Davidson+Downgrades+HomeStreet+%28HMST%29+to+Neutral/12017770.html
date:		September 9, 2016
tickers:	['HMST']

name:		DA Davidson Downgrades People's Utah Bancorp (PUB) to Neutral
href:		Analyst+PT+Change/DA+Davidson+Downgrades+People%27s+Utah+Bancorp+%28PUB%29+to+Neutral/12017768.html
date:		September 9, 2016
tickers:	['PUB']

name:		Goldman Sachs Upgrades Navistar International (NAV) to Neutral
href:		Analyst+PT+Change/Goldman+Sachs+Upgrades+Navistar+International+%28NAV%29+to+Neutral/12017759.html
date:		September 9, 2016
tickers:	['NAV']

name:		Macquarie Downgrades JPMorgan (JPM) to Neutral
href:		Analyst+PT+Change/Macquarie+Downgrades+JPMorgan+%28JPM%29+to+Neutral/12017747.html
date:		September 9, 2016
tickers:	['JPM']

name:		Buckingham Research Downgrades CarMax (KMX) to Neutral
href:		Analyst+PT+Change/Buckingham+Research+Downgrades+CarMax+%28KMX%29+to+Neutral/12017745.html
date:		September 9, 2016
tickers:	['KMX']

name:		Cowen Downgrades Science Applications (SAIC) to Market Perform
href:		Analyst+PT+Change/Cowen+Downgrades+Science+Applications+%28SAIC%29+to+Market+Perform/12017653.html
date:		September 9, 2016
tickers:	['SAIC']

name:		Goldman Sachs Downgrades PBF Energy (PBF) to Sell
href:		Analyst+PT+Change/Goldman+Sachs+Downgrades+PBF+Energy+%28PBF%29+to+Sell/12017615.html
date:		September 9, 2016
tickers:	['PBF']

name:		Goldman Sachs Upgrades CVR Energy (CVI) to Neutral
href:		Analyst+PT+Change/Goldman+Sachs+Upgrades+CVR+Energy+%28CVI%29+to+Neutral/12017613.html
date:		September 9, 2016
tickers:	['CVI']

name:		Nomura Securities Downgrades Apigee (APIC) to Neutral Following Takeover
href:		Analyst+PT+Change/Nomura+Securities+Downgrades+Apigee+%28APIC%29+to+Neutral+Following+Takeover/12017602.html
date:		September 9, 2016
tickers:	['APIC']

name:		Sidoti Downgrades West Marine (WMAR) to Neutral
href:		Analyst+PT+Change/Sidoti+Downgrades+West+Marine+%28WMAR%29+to+Neutral/12014088.html
date:		September 8, 2016
tickers:	['WMAR']

name:		Morgan Stanley Upgrades Copa Holdings (CPA) to Overweight
href:		Analyst+PT+Change/Morgan+Stanley+Upgrades+Copa+Holdings+%28CPA%29+to+Overweight/12012587.html
date:		September 8, 2016
tickers:	['CPA']

name:		RBC Capital Downgrades Tractor Supply Company (TSCO) to Sector Perform
href:		Analyst+PT+Change/RBC+Capital+Downgrades+Tractor+Supply+Company+%28TSCO%29+to+Sector+Perform/12012569.html
date:		September 8, 2016
tickers:	['TSCO']

name:		Cowen Downgrades Allscripts (MDRX) to Market Perform
href:		Analyst+PT+Change/Cowen+Downgrades+Allscripts+%28MDRX%29+to+Market+Perform/12012393.html
date:		September 8, 2016
tickers:	['MDRX']

name:		Morgan Stanley Upgrades Gol Linhas Aereas Inteligentes (GOL) to Equalweight
href:		Analyst+PT+Change/Morgan+Stanley+Upgrades+Gol+Linhas+Aereas+Inteligentes+%28GOL%29+to+Equalweight/12012389.html
date:		September 8, 2016
tickers:	['GOL']

name:		Goldman Sachs Downgrades Spectra Energy (SE) to Neutral
href:		Analyst+PT+Change/Goldman+Sachs+Downgrades+Spectra+Energy+%28SE%29+to+Neutral/12012384.html
date:		September 8, 2016
tickers:	['SE']

name:		JPMorgan Downgrades Abbvie (ABBV) to Neutral
href:		Analyst+PT+Change/JPMorgan+Downgrades+Abbvie+%28ABBV%29+to+Neutral/12012371.html
date:		September 8, 2016
tickers:	['ABBV']

name:		Cantor Fitzgerald Downgrades Tonix Pharma (TNXP) to Hold
href:		Analyst+PT+Change/Cantor+Fitzgerald+Downgrades+Tonix+Pharma+%28TNXP%29+to+Hold/12007432.html
date:		September 7, 2016
tickers:	['TNXP']

name:		Stifel Downgrades Intersil (ISIL) to Hold
href:		Analyst+PT+Change/Stifel+Downgrades+Intersil+%28ISIL%29+to+Hold/12007200.html
date:		September 7, 2016
tickers:	['ISIL']

name:		SunTrust Downgrades Belden, Inc. (BDC) to Neutral
href:		Analyst+PT+Change/SunTrust+Downgrades+Belden%2C+Inc.+%28BDC%29+to+Neutral/12007199.html
date:		September 7, 2016
tickers:	['BDC']

name:		Morgan Stanley Upgrades Spirit Realty Capital (SRC) to Overweight
href:		Analyst+PT+Change/Morgan+Stanley+Upgrades+Spirit+Realty+Capital+%28SRC%29+to+Overweight/12007195.html
date:		September 7, 2016
tickers:	['SRC']

name:		Barclays Downgrades FS Investment (FSIC) to Equalweight
href:		Analyst+PT+Change/Barclays+Downgrades+FS+Investment+%28FSIC%29+to+Equalweight/12007189.html
date:		September 7, 2016
tickers:	['FSIC']

name:		Sigma Designs (SIGM): Cutting PT On Weak Guidance - Baird
href:		Analyst+PT+Change/Sigma+Designs+%28SIGM%29%3A+Cutting+PT+On+Weak+Guidance+-+Baird/12007188.html
date:		September 7, 2016
tickers:	['SIGM']

name:		Goldman Sachs Upgrades Arch Capital (ACGL) to Neutral
href:		Analyst+PT+Change/Goldman+Sachs+Upgrades+Arch+Capital+%28ACGL%29+to+Neutral/12007171.html
date:		September 7, 2016
tickers:	['ACGL']

name:		Resolute Energy's (REN) Price Target Raised to $35 at Northland
href:		Analyst+PT+Change/Resolute+Energy%27s+%28REN%29+Price+Target+Raised+to+%2435+at+Northland/12003481.html
date:		September 6, 2016
tickers:	['REN']

name:		DA Davidson Downgrades VF Corp. (VFC) to Neutral
href:		Analyst+PT+Change/DA+Davidson+Downgrades+VF+Corp.+%28VFC%29+to+Neutral/12002571.html
date:		September 6, 2016
tickers:	['VFC']

name:		Morgan Stanley Upgrades Helmerich & Payne (HP) to Equalweight
href:		Analyst+PT+Change/Morgan+Stanley+Upgrades+Helmerich+%26+Payne+%28HP%29+to+Equalweight/12002359.html
date:		September 6, 2016
tickers:	['HP']

name:		UBS Downgrades VWR Corp. (VWR) to Sell
href:		Analyst+PT+Change/UBS+Downgrades+VWR+Corp.+%28VWR%29+to+Sell/12002344.html
date:		September 6, 2016
tickers:	['VWR']

name:		UBS Downgrades Charles River Labs (CRL) to Sell
href:		Analyst+PT+Change/UBS+Downgrades+Charles+River+Labs+%28CRL%29+to+Sell/12002337.html
date:		September 6, 2016
tickers:	['CRL']

name:		UBS Downgrades PAREXEL International (PRXL) to Neutral
href:		Analyst+PT+Change/UBS+Downgrades+PAREXEL+International+%28PRXL%29+to+Neutral/12002334.html
date:		September 6, 2016
tickers:	['PRXL']

name:		S&P Lowers Outlook on Brown-Forman (BF-A) to Negative; Ratings Affirmed
href:		Credit+Ratings/S%26P+Lowers+Outlook+on+Brown-Forman+%28BF-A%29+to+Negative%3B+Ratings+Affirmed/12019287.html
date:		September 9, 2016
tickers:	['BF-A']

name:		Moody's Withdraws Ratings on SAExploration (SAEX)
href:		Credit+Ratings/Moody%27s+Withdraws+Ratings+on+SAExploration+%28SAEX%29/12018839.html
date:		September 9, 2016
tickers:	['SAEX']

name:		Moody's Lifts Outlook on Spectrum Brands (SPB) to Positive; CFR Affirmed
href:		Credit+Ratings/Moody%27s+Lifts+Outlook+on+Spectrum+Brands+%28SPB%29+to+Positive%3B+CFR+Affirmed/12014198.html
date:		September 8, 2016
tickers:	['SPB']

name:		S&P Downgrades Westlake Chemical (WLK) to 'BBB' Following Completion of Axiall Deal
href:		Credit+Ratings/S%26P+Downgrades+Westlake+Chemical+%28WLK%29+to+%27BBB%27+Following+Completion+of+Axiall+Deal/12014062.html
date:		September 8, 2016
tickers:	['WLK']

name:		S&P Assigns 'B' Rating to Polycom (PLCM); Outlook is Stable
href:		Credit+Ratings/S%26P+Assigns+%27B%27+Rating+to+Polycom+%28PLCM%29%3B+Outlook+is+Stable/12012949.html
date:		September 8, 2016
tickers:	['PLCM']

name:		S&P Affirms Ratings, Outlook on Advanced Micro Devices (AMD); Rates New Senior Conv. Notes
href:		Credit+Ratings/S%26P+Affirms+Ratings%2C+Outlook+on+Advanced+Micro+Devices+%28AMD%29%3B+Rates+New+Senior+Conv.+Notes/12010151.html
date:		September 7, 2016
tickers:	['AMD']

name:		Ftich Affirms Ratings, Outlook on Allison Transmission (ALSN), Subsidiary Following Review
href:		Credit+Ratings/Ftich+Affirms+Ratings%2C+Outlook+on+Allison+Transmission+%28ALSN%29%2C+Subsidiary+Following+Review/12009897.html
date:		September 7, 2016
tickers:	['ALSN']

name:		S&P Places Navistar (NAV) Ratings on CreditWatch Positive Amid Volkswagen Deal
href:		Credit+Ratings/S%26P+Places+Navistar+%28NAV%29+Ratings+on+CreditWatch+Positive+Amid+Volkswagen+Deal/12009472.html
date:		September 7, 2016
tickers:	['NAV']

name:		Moody's Lifts Outlook on Advanced Micro Devices (AMD) to Positive; Ratings Affirmed
href:		Credit+Ratings/Moody%27s+Lifts+Outlook+on+Advanced+Micro+Devices+%28AMD%29+to+Positive%3B+Ratings+Affirmed/12009211.html
date:		September 7, 2016
tickers:	['AMD']

name:		S&P Upgrades NVIDIA (NVDA) to 'BBB-'; Outlook is Positive
href:		Credit+Ratings/S%26P+Upgrades+NVIDIA+%28NVDA%29+to+%27BBB-%27%3B+Outlook+is+Positive/12009005.html
date:		September 7, 2016
tickers:	['NVDA']

name:		S&P Places Danaher's (DHR) Ratings on CreditWatch Negative Amid Move to Acquire Cepheid
href:		Credit+Ratings/S%26P+Places+Danaher%27s+%28DHR%29+Ratings+on+CreditWatch+Negative+Amid+Move+to+Acquire+Cepheid/12004784.html
date:		September 6, 2016
tickers:	['DHR']

name:		Spectra Energy (SE) Ratings Affirmed by Moody's Amid Merger Agreement
href:		Credit+Ratings/Spectra+Energy+%28SE%29+Ratings+Affirmed+by+Moody%27s+Amid+Merger+Agreement/12004690.html
date:		September 6, 2016
tickers:	['SE']

name:		Danaher's (DHR) Acquisition of Cepheid is Credit-Negative Development - Moody's
href:		Credit+Ratings/Danaher%27s+%28DHR%29+Acquisition+of+Cepheid+is+Credit-Negative+Development+-+Moody%27s/12004149.html
date:		September 6, 2016
tickers:	['DHR']

name:		Cleveland Research Downgrades Thermo Fisher Scientific (TMO) to Neutral
href:		Downgrades/Cleveland+Research+Downgrades+Thermo+Fisher+Scientific+%28TMO%29+to+Neutral/12018460.html
date:		September 9, 2016
tickers:	['TMO']

name:		Rafferty Capital Downgrades Wells Fargo (WFC) to Sell
href:		Downgrades/Rafferty+Capital+Downgrades+Wells+Fargo+%28WFC%29+to+Sell/12018427.html
date:		September 9, 2016
tickers:	['WFC']

name:		Societe Generale Downgrades Marathon Oil (MRO) to Hold
href:		Downgrades/Societe+Generale+Downgrades+Marathon+Oil+%28MRO%29+to+Hold/12018298.html
date:		September 9, 2016
tickers:	['MRO']

name:		Morgan Stanley Downgrades Statoil (STO) to Underweight
href:		Downgrades/Morgan+Stanley+Downgrades+Statoil+%28STO%29+to+Underweight/12018184.html
date:		September 9, 2016
tickers:	['STO']

name:		Bernstein Downgrades Tata Motors (TTM) to Market Perform
href:		Downgrades/Bernstein+Downgrades+Tata+Motors+%28TTM%29+to+Market+Perform/12017886.html
date:		September 9, 2016
tickers:	['TTM']

name:		JPMorgan Downgrades Novo Nordisk (NVO) to Neutral
href:		Downgrades/JPMorgan+Downgrades+Novo+Nordisk+%28NVO%29+to+Neutral/12017877.html
date:		September 9, 2016
tickers:	['NVO']

name:		KeyBanc Downgrades Eaton Corporation (ETN) to Sector Weight
href:		Downgrades/KeyBanc+Downgrades+Eaton+Corporation+%28ETN%29+to+Sector+Weight/12017728.html
date:		September 9, 2016
tickers:	['ETN']

name:		Bernstein Downgrades The WhiteWave Foods Company (WWAV) to Market Perform
href:		Downgrades/Bernstein+Downgrades+The+WhiteWave+Foods+Company+%28WWAV%29+to+Market+Perform/12017657.html
date:		September 9, 2016
tickers:	['WWAV']

name:		B. Riley Downgrades Boot Barn (BOOT) to Neutral
href:		Downgrades/B.+Riley+Downgrades+Boot+Barn+%28BOOT%29+to+Neutral/12017651.html
date:		September 9, 2016
tickers:	['BOOT']

name:		Bernstein Downgrades LG Display (LPL) to Market Perform
href:		Downgrades/Bernstein+Downgrades+LG+Display+%28LPL%29+to+Market+Perform/12017646.html
date:		September 9, 2016
tickers:	['LPL']

name:		Bernstein Downgrades AU Optronics (AUO) to Market Perform
href:		Downgrades/Bernstein+Downgrades+AU+Optronics+%28AUO%29+to+Market+Perform/12017644.html
date:		September 9, 2016
tickers:	['AUO']

name:		Exane BNP Paribas Downgrades Signet Jewelers (SIG) to Neutral
href:		Downgrades/Exane+BNP+Paribas+Downgrades+Signet+Jewelers+%28SIG%29+to+Neutral/12014742.html
date:		September 8, 2016
tickers:	['SIG']

name:		FIG Partners Downgrades Great Southern Bancorp  (GSBC) to Market Perform
href:		Downgrades/FIG+Partners+Downgrades+Great+Southern+Bancorp++%28GSBC%29+to+Market+Perform/12014565.html
date:		September 8, 2016
tickers:	['GSBC']

name:		Sidoti Downgrades Omnicell (OMCL) to Neutral
href:		Downgrades/Sidoti+Downgrades+Omnicell+%28OMCL%29+to+Neutral/12014207.html
date:		September 8, 2016
tickers:	['OMCL']

name:		Monness, Crespi, Hardt Downgrades Western Union Co. (WU) to Neutral
href:		Downgrades/Monness%2C+Crespi%2C+Hardt+Downgrades+Western+Union+Co.+%28WU%29+to+Neutral/12013801.html
date:		September 8, 2016
tickers:	['WU']

name:		OTR Global Downgrades Oracle (ORCL) to Mixed
href:		Downgrades/OTR+Global+Downgrades+Oracle+%28ORCL%29+to+Mixed/12013797.html
date:		September 8, 2016
tickers:	['ORCL']

name:		Hilliard Lyons Downgrades Gladstone Commercial (GOOD) to Long-Term Buy
href:		Downgrades/Hilliard+Lyons+Downgrades+Gladstone+Commercial+%28GOOD%29+to+Long-Term+Buy/12013483.html
date:		September 8, 2016
tickers:	['GOOD']

name:		BWS Financial Downgrades Sigma Designs (SIGM) to Sell
href:		Downgrades/BWS+Financial+Downgrades+Sigma+Designs+%28SIGM%29+to+Sell/12013474.html
date:		September 8, 2016
tickers:	['SIGM']

name:		Bernstein Downgrades TOTAL S.A. (TOT) to Market Perform
href:		Downgrades/Bernstein+Downgrades+TOTAL+S.A.+%28TOT%29+to+Market+Perform/12012935.html
date:		September 8, 2016
tickers:	['TOT']

name:		Citi Downgrades Cepheid (CPHD) to Neutral
href:		Downgrades/Citi+Downgrades+Cepheid+%28CPHD%29+to+Neutral/12012906.html
date:		September 8, 2016
tickers:	['CPHD']

name:		BTIG Downgrades Tractor Supply Company (TSCO) to Neutral
href:		Downgrades/BTIG+Downgrades+Tractor+Supply+Company+%28TSCO%29+to+Neutral/12012575.html
date:		September 8, 2016
tickers:	['TSCO']

name:		Raymond James Downgrades Tractor Supply Company (TSCO) to Market Perform
href:		Downgrades/Raymond+James+Downgrades+Tractor+Supply+Company+%28TSCO%29+to+Market+Perform/12012572.html
date:		September 8, 2016
tickers:	['TSCO']

name:		Raymond James Downgrades Pier 1 Imports (PIR) to Market Perform
